student_id,school_name,governorate,city,grade,grade_label,study_hours,attendance_pct,assignments_done,quizzes_solved,login_frequency,missed_deadlines,retries,revision_sessions,time_per_task_min,final_score,learner_status
G10_S06_0040,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,4.98,80.9,7,5.0,4,6,2,1,43.2,23.4,at_risk
G11_S01_0150,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,5.19,97.6,19,10.0,6,2,0,1,28.7,100.0,strong
G12_S05_0031,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,3.38,77.4,2,14.0,29,9,3,5,29.0,39.4,at_risk
G12_S08_0109,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,1.71,66.1,16,13.0,7,1,3,1,44.0,62.4,average
G11_S05_0077,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,5.59,79.2,5,1.0,15,4,2,3,23.1,42.5,average
G11_S03_0051,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,5.12,80.9,18,2.0,19,9,2,5,29.1,57.9,average
G12_S10_0086,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,4.11,64.1,6,10.0,25,1,0,4,38.9,55.5,average
G11_S02_0039,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.7,68.6,8,0.0,22,1,4,1,34.2,28.2,at_risk
G11_S04_0043,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,2.37,65.0,10,12.0,7,4,1,4,36.4,24.7,at_risk
G11_S05_0012,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,3.79,66.6,7,12.0,11,8,3,6,31.3,45.0,average
G10_S10_0076,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,8.01,71.7,6,5.0,9,5,0,1,31.2,35.8,at_risk
G11_S08_0101,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,3.32,76.0,10,4.0,28,7,3,5,39.2,32.9,at_risk
G10_S02_0123,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.58,64.4,11,5.0,19,7,3,5,32.0,19.6,at_risk
G10_S06_0033,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.09,70.5,7,8.0,3,3,1,7,26.0,57.9,average
G10_S04_0072,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,6.12,64.9,10,14.0,15,1,4,6,23.9,86.6,strong
G10_S04_0073,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,2.05,100.0,16,2.0,14,4,1,3,18.6,53.4,average
G12_S02_0018,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,6.14,76.1,15,1.0,17,3,2,0,16.4,50.6,average
G11_S07_0053,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.61,77.0,15,3.0,23,2,4,2,27.9,72.6,strong
G11_S07_0123,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.54,73.1,1,12.0,26,9,1,6,40.9,42.8,average
G12_S03_0045,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.6,88.7,13,8.0,13,5,2,7,26.8,48.1,average
G12_S05_0115,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,5.77,63.3,4,5.0,2,1,4,4,16.1,46.0,average
G10_S03_0051,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,6.29,70.5,10,14.0,5,1,0,6,37.1,90.2,strong
G11_S10_0071,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,3.3,77.7,16,11.0,27,6,0,2,32.0,67.9,average
G12_S03_0034,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.94,76.9,7,5.0,18,5,0,2,28.1,23.1,at_risk
G11_S10_0038,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,3.56,84.6,12,9.0,19,1,0,1,32.7,68.5,average
G12_S09_0014,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,3.09,94.1,8,7.0,28,6,1,7,26.6,42.9,average
G11_S06_0048,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.79,67.2,6,0.0,11,4,3,6,22.6,40.3,average
G11_S01_0012,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,3.94,77.8,6,5.0,24,0,2,3,46.6,43.3,average
G11_S03_0083,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,,67.2,15,14.0,15,3,2,2,35.3,81.4,strong
G10_S05_0052,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,4.76,84.8,3,5.0,16,0,4,4,42.2,64.1,average
G11_S09_0066,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.32,66.7,2,2.0,15,1,0,3,39.6,44.3,average
G10_S03_0070,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,5.64,47.8,3,5.0,3,9,3,2,5.0,15.4,at_risk
G11_S05_0054,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,5.15,80.3,13,13.0,2,5,3,4,17.6,76.2,strong
G10_S01_0119,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,4.35,85.2,12,2.0,23,0,4,3,22.4,53.2,average
G12_S10_0072,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,4.57,82.4,1,13.0,25,6,3,2,24.5,52.0,average
G11_S07_0064,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.45,75.3,14,0.0,12,4,0,4,5.0,51.1,average
G11_S10_0030,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.9,87.7,13,8.0,13,7,0,1,26.5,59.4,average
G11_S01_0114,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,3.84,71.8,8,,15,1,0,7,28.5,52.7,average
G11_S06_0120,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.23,85.9,8,5.0,23,5,2,0,17.8,45.3,average
G10_S07_0063,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.42,73.8,0,7.0,26,4,1,7,50.2,28.2,at_risk
G11_S06_0049,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,6.25,78.2,9,8.0,6,7,2,3,28.0,56.5,average
G11_S09_0097,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,3.43,81.6,3,1.0,6,9,0,2,37.0,16.9,at_risk
G11_S09_0089,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,3.74,91.0,18,0.0,26,2,3,7,38.5,67.3,average
G12_S08_0143,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,5.83,100.0,10,4.0,22,0,2,3,43.2,80.0,strong
G12_S04_0136,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,3.12,76.1,9,12.0,17,1,3,3,50.9,62.3,average
G12_S05_0077,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,6.13,74.0,12,13.0,23,6,0,5,23.8,75.2,strong
G11_S04_0088,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,,82.9,1,0.0,22,8,1,4,32.8,18.6,at_risk
G10_S06_0023,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.71,100.0,9,2.0,19,2,3,0,25.7,39.6,at_risk
G10_S09_0085,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,3.93,86.9,5,6.0,14,4,4,1,21.4,40.8,average
G12_S09_0070,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,2.16,70.3,12,3.0,19,2,2,3,31.9,31.7,at_risk
G10_S10_0065,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,4.77,91.1,7,12.0,14,6,1,0,19.3,35.5,at_risk
G10_S09_0035,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,4.72,71.1,19,10.0,1,1,3,1,24.4,71.8,strong
G11_S05_0103,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,3.94,91.1,18,1.0,17,5,1,7,22.3,54.7,average
G10_S03_0136,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.55,99.0,10,7.0,29,3,4,4,30.9,59.1,average
G11_S02_0025,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.63,72.2,4,10.0,21,4,1,6,31.2,56.1,average
G10_S03_0066,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,3.97,66.3,2,14.0,24,4,4,2,23.7,50.5,average
G12_S01_0004,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,2.78,66.3,10,0.0,5,6,1,0,29.9,0.0,at_risk
G10_S02_0082,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.82,47.2,14,4.0,24,9,2,5,21.9,28.4,at_risk
G12_S09_0137,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,3.33,56.7,13,7.0,17,1,1,3,19.0,42.0,average
G12_S04_0081,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.07,100.0,3,0.0,24,1,4,7,36.5,56.0,average
G10_S03_0108,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.59,62.1,16,14.0,3,4,2,6,25.6,71.8,strong
G10_S01_0087,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,5.63,85.9,11,2.0,24,3,0,2,42.8,36.9,at_risk
G10_S06_0095,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,4.09,76.8,9,0.0,15,2,3,3,29.2,38.0,at_risk
G12_S06_0147,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.75,94.2,15,8.0,14,1,3,3,34.8,82.1,strong
G11_S08_0073,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,3.42,79.2,12,6.0,26,2,0,7,33.6,74.8,strong
G10_S06_0106,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,,78.8,19,5.0,6,5,4,4,30.9,66.0,average
G10_S01_0079,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,6.72,71.4,12,4.0,4,4,3,6,25.7,61.2,average
G12_S10_0135,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,4.92,71.0,7,14.0,14,7,1,7,8.5,58.0,average
G11_S10_0121,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,5.57,69.3,7,4.0,17,9,2,1,41.4,34.1,at_risk
G12_S09_0015,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,,69.2,14,11.0,19,7,1,4,26.3,42.3,average
G11_S07_0134,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.28,75.3,1,6.0,25,5,0,1,33.2,26.3,at_risk
G12_S03_0006,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,3.49,61.2,6,10.0,21,1,1,2,19.9,28.8,at_risk
G12_S03_0111,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,6.47,71.0,1,2.0,14,4,0,4,35.2,25.0,at_risk
G12_S06_0097,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,2.87,77.5,1,4.0,12,3,4,7,24.5,25.0,at_risk
G12_S02_0045,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,7.64,80.1,12,9.0,28,2,2,0,19.2,69.8,average
G10_S03_0125,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.65,,2,11.0,27,4,4,5,32.3,45.4,average
G10_S03_0093,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,5.44,70.6,8,7.0,5,7,2,0,37.8,30.1,at_risk
G12_S09_0062,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,5.56,75.3,16,7.0,14,4,1,3,17.6,48.1,average
G10_S01_0105,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,5.19,79.1,10,14.0,20,8,1,7,34.7,71.1,strong
G11_S07_0146,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.14,67.4,3,10.0,27,1,2,3,30.5,43.5,average
G11_S03_0149,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,6.25,53.2,15,3.0,3,3,2,0,34.2,46.3,average
G10_S10_0110,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,5.1,77.9,8,3.0,10,5,2,0,14.2,13.9,at_risk
G11_S08_0095,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,1.46,96.7,13,12.0,18,1,1,5,32.8,80.6,strong
G11_S06_0035,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.49,63.7,19,2.0,25,9,0,6,44.7,54.1,average
G12_S10_0136,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,5.87,92.2,1,6.0,25,9,3,6,21.1,40.3,average
G12_S06_0133,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,2.66,80.0,0,1.0,16,3,1,3,36.1,12.7,at_risk
G11_S01_0088,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,4.59,84.7,18,14.0,15,0,3,2,18.5,85.0,strong
G11_S10_0124,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.02,77.9,2,,17,2,3,6,30.1,59.7,average
G11_S02_0082,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.79,90.4,16,14.0,3,8,4,5,17.2,85.1,strong
G12_S01_0012,Al-Orman High School,Cairo,Giza,12,Grade 12 - Third Secondary,4.94,64.5,18,14.0,4,1,0,0,42.7,55.6,average
G12_S02_0011,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,5.89,92.1,15,14.0,5,6,0,0,23.0,89.7,strong
G11_S02_0142,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,5.65,85.2,5,6.0,22,5,2,6,26.1,54.8,average
G11_S03_0141,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,4.38,63.6,14,10.0,3,7,4,0,27.0,55.2,average
G10_S05_0103,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,2.3,56.5,14,4.0,7,9,0,3,11.4,44.7,average
G12_S03_0009,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,5.57,78.3,2,,14,7,2,7,43.3,37.3,at_risk
G10_S04_0047,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,2.7,79.5,0,3.0,20,0,2,0,29.6,16.7,at_risk
G10_S04_0015,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,6.29,54.2,19,0.0,24,7,3,0,30.3,26.3,at_risk
G12_S03_0138,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,4.39,51.8,13,0.0,28,2,0,4,41.7,35.2,at_risk
G12_S05_0103,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,7.47,98.4,12,14.0,19,6,2,4,16.6,87.8,strong
G12_S07_0068,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,2.4,87.2,12,8.0,1,8,3,0,24.4,28.5,at_risk
G11_S07_0097,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,2.48,72.4,17,7.0,10,9,2,7,29.5,39.3,at_risk
G11_S08_0099,Port Said Secondary School,Port Said,Port Said,11,Grade 11 - Second Secondary,5.0,97.1,7,2.0,11,3,3,1,8.6,31.1,at_risk
G12_S05_0086,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,5.06,92.1,6,1.0,27,5,1,3,47.1,33.7,at_risk
G11_S05_0013,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,6.52,93.1,15,4.0,3,2,0,3,32.2,66.1,average
G10_S07_0001,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,5.53,65.1,2,8.0,22,5,1,3,29.2,30.3,at_risk
G10_S10_0097,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,6.22,89.6,10,7.0,20,1,4,7,21.5,77.9,strong
G11_S10_0056,Assiut Secondary School,Assiut,Assiut,11,Grade 11 - Second Secondary,4.65,54.1,15,13.0,26,8,0,6,17.0,62.8,average
G10_S05_0142,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,5.29,71.8,12,11.0,19,3,3,2,35.8,70.9,strong
G11_S05_0039,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,4.7,85.3,3,10.0,1,9,0,0,39.8,18.8,at_risk
G12_S08_0013,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,,75.6,9,2.0,21,9,0,2,12.0,21.2,at_risk
G10_S09_0007,Mansoura Secondary School for Boys,Dakahlia,Mansoura,10,Grade 10 - First Secondary,3.75,73.9,5,,25,1,0,2,51.2,57.1,average
G10_S04_0060,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.77,78.0,18,9.0,12,0,4,6,25.5,89.3,strong
G12_S04_0002,Maadi Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,6.98,65.7,6,8.0,18,0,1,2,26.9,48.4,average
G11_S06_0034,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.12,81.3,2,0.0,28,7,1,1,37.7,21.2,at_risk
G12_S07_0017,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,6.29,46.9,4,11.0,20,5,3,5,21.6,40.6,average
G11_S04_0095,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,4.69,70.0,14,7.0,29,9,2,1,29.6,26.8,at_risk
G10_S06_0018,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,3.83,63.7,13,2.0,16,7,2,2,38.4,17.5,at_risk
G12_S10_0038,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,4.46,77.2,8,8.0,6,0,1,2,27.2,64.6,average
G12_S09_0115,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,4.0,,14,1.0,16,0,1,5,17.7,58.1,average
G10_S03_0122,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,4.9,96.4,2,5.0,17,5,4,0,15.2,39.9,at_risk
G10_S01_0124,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,7.31,79.4,4,10.0,6,6,4,7,10.1,56.8,average
G12_S03_0114,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,4.53,87.0,11,3.0,1,0,3,6,21.3,44.9,average
G11_S05_0045,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,4.42,97.3,15,0.0,7,7,3,6,35.1,53.3,average
G10_S06_0070,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,5.7,80.5,16,14.0,12,7,3,6,26.0,87.9,strong
G10_S10_0054,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,3.67,79.9,17,14.0,19,0,3,1,31.3,76.3,strong
G10_S10_0033,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,5.98,92.9,14,13.0,28,1,0,2,22.3,96.7,strong
G11_S01_0076,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,5.74,78.7,1,7.0,13,2,4,2,33.7,35.9,at_risk
G11_S01_0139,Al-Orman High School,Cairo,Giza,11,Grade 11 - Second Secondary,2.54,81.7,13,5.0,4,2,0,6,33.5,52.0,average
G11_S02_0146,Zamalek Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,5.54,84.4,16,8.0,29,1,4,4,38.4,78.5,strong
G12_S09_0138,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,2.39,85.3,9,3.0,16,9,3,3,14.1,15.9,at_risk
G10_S03_0100,Heliopolis Secondary School for Boys,Cairo,Cairo,10,Grade 10 - First Secondary,5.12,86.2,0,4.0,22,5,0,2,24.6,38.0,at_risk
G12_S05_0041,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,4.28,71.6,15,13.0,9,2,4,0,36.5,72.9,strong
G12_S07_0051,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,5.77,66.2,6,0.0,5,7,4,5,28.9,22.1,at_risk
G11_S06_0106,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.85,78.3,11,14.0,6,1,1,7,39.8,97.1,strong
G10_S10_0003,Assiut Secondary School,Assiut,Assiut,10,Grade 10 - First Secondary,6.02,49.5,6,,19,8,4,4,39.4,0.0,at_risk
G11_S05_0141,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,4.51,84.7,4,,6,4,2,7,17.7,57.4,average
G12_S10_0004,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,5.68,68.4,12,11.0,21,6,2,6,25.4,73.9,strong
G11_S05_0031,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,5.36,78.7,0,3.0,19,5,3,5,28.4,26.8,at_risk
G10_S07_0083,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,4.25,48.3,2,13.0,28,5,4,7,36.5,58.8,average
G10_S04_0007,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.23,72.1,2,7.0,1,7,4,2,30.0,30.9,at_risk
G12_S09_0087,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,4.0,82.1,15,14.0,10,6,1,6,39.0,58.7,average
G12_S05_0072,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,1.47,69.2,17,8.0,7,2,4,2,44.4,54.8,average
G11_S04_0001,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,2.4,81.7,8,,27,8,3,5,19.4,41.5,average
G12_S05_0059,Ahmed Orabi Secondary School,Giza,Giza,12,Grade 12 - Third Secondary,5.45,84.1,2,9.0,26,6,3,4,26.8,36.1,at_risk
G12_S08_0115,Port Said Secondary School,Port Said,Port Said,12,Grade 12 - Third Secondary,2.86,53.2,10,14.0,13,1,2,1,14.8,61.1,average
G10_S05_0042,Ahmed Orabi Secondary School,Giza,Giza,10,Grade 10 - First Secondary,4.61,80.3,7,10.0,3,2,4,1,21.9,51.4,average
G11_S04_0004,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,6.05,98.2,19,13.0,18,6,3,2,17.4,80.3,strong
G11_S05_0146,Ahmed Orabi Secondary School,Giza,Giza,11,Grade 11 - Second Secondary,3.41,62.9,17,8.0,9,9,4,7,24.5,59.6,average
G12_S02_0074,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,1.72,93.7,12,11.0,16,1,1,4,30.0,55.2,average
G12_S09_0094,Mansoura Secondary School for Boys,Dakahlia,Mansoura,12,Grade 12 - Third Secondary,,84.3,17,1.0,25,5,1,3,44.3,46.5,average
G11_S06_0131,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.25,78.5,14,6.0,2,1,0,5,37.7,84.5,strong
G11_S03_0085,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,5.4,73.2,3,6.0,20,1,0,3,36.7,54.1,average
G12_S06_0116,Smouha Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,4.16,62.2,15,2.0,5,6,4,0,14.7,20.1,at_risk
G11_S07_0132,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.2,73.2,10,5.0,15,5,0,3,25.2,37.4,at_risk
G12_S10_0039,Assiut Secondary School,Assiut,Assiut,12,Grade 12 - Third Secondary,8.14,67.2,10,13.0,21,4,2,6,15.1,85.4,strong
G10_S06_0096,Smouha Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,4.77,87.8,7,12.0,14,7,3,6,32.5,79.2,strong
G10_S04_0093,Maadi Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,3.18,72.6,7,14.0,13,4,2,1,36.4,39.2,at_risk
G10_S01_0092,Al-Orman High School,Cairo,Giza,10,Grade 10 - First Secondary,3.88,67.6,16,6.0,2,3,3,5,22.0,49.1,average
G12_S02_0001,Zamalek Secondary School,Cairo,Cairo,12,Grade 12 - Third Secondary,7.77,92.6,9,12.0,22,8,0,1,12.2,71.4,strong
G11_S04_0030,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,8.62,94.9,6,13.0,15,6,1,0,51.7,59.6,average
G11_S06_0041,Smouha Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,5.71,85.2,2,14.0,6,8,4,2,41.0,45.2,average
G12_S03_0008,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,5.55,,7,9.0,13,3,3,7,33.2,61.4,average
G11_S07_0041,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,4.69,72.2,8,13.0,15,7,0,5,36.5,56.6,average
G12_S07_0109,Al-Raml Secondary School,Alexandria,Alexandria,12,Grade 12 - Third Secondary,2.52,65.5,15,,10,4,3,6,26.6,60.1,average
G10_S07_0149,Al-Raml Secondary School,Alexandria,Alexandria,10,Grade 10 - First Secondary,6.62,92.2,13,5.0,4,8,1,1,33.6,58.4,average
G11_S04_0011,Maadi Secondary School,Cairo,Cairo,11,Grade 11 - Second Secondary,2.66,87.3,9,1.0,17,4,0,7,32.1,25.3,at_risk
G10_S02_0088,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,5.41,89.2,11,2.0,12,1,2,4,33.6,55.9,average
G11_S07_0007,Al-Raml Secondary School,Alexandria,Alexandria,11,Grade 11 - Second Secondary,3.32,76.2,16,10.0,26,4,2,4,52.0,67.3,average
G10_S08_0084,Port Said Secondary School,Port Said,Port Said,10,Grade 10 - First Secondary,6.66,69.7,5,13.0,4,8,3,2,22.6,56.6,average
G11_S03_0006,Heliopolis Secondary School for Boys,Cairo,Cairo,11,Grade 11 - Second Secondary,4.06,58.6,11,,20,5,1,2,12.8,47.1,average
G12_S03_0081,Heliopolis Secondary School for Boys,Cairo,Cairo,12,Grade 12 - Third Secondary,2.95,73.7,19,2.0,21,0,1,2,33.8,41.7,average
G10_S02_0014,Zamalek Secondary School,Cairo,Cairo,10,Grade 10 - First Secondary,4.49,69.4,18,11.0,1,4,0,2,32.3,79.2,strong
G11_S09_0138,Mansoura Secondary School for Boys,Dakahlia,Mansoura,11,Grade 11 - Second Secondary,4.47,84.8,17,4.0,7,4,3,6,36.1,90.8,strong
